~from,~to,~label,sender_instrument_id,sender_user_id,sender_device_imei,amount:Double,ip_city,timestamp,status,fraud_flag:Boolean,receiver_instrument_id,receiver_user_id
wE5yiek@sbi,7893618411@paytm,transaction,2555437111,XHKZ94J7SF,C7131708439295A5,43170.93,Chennai,27:18.1,accept,FALSE,3699057972,2RQPTNJXGW
8609abdc2@paytm,7450445058@hdfcbank,transaction,7.14E+15,XTN5KRUFZP,CE2FCFDE7F38CB43,23917.22,Kolkata,27:18.2,decline,FALSE,5933475005,WQFJALTLIV
9075258793@paytm,7296373050@okaxis,transaction,4767291361,HG54XVGD22,5D041E3952D0A79A,41942.3,Nagpur,27:18.2,accept,FALSE,5375731077,0JGSHIJDFD
9784631865@ybl,k1B0axY@sbi,transaction,4692379471,WKFLW4EFWR,1CDA6801DB148A83,11925.86,Indore,27:18.2,accept,FALSE,6744006424,6MBTFUAUWM
9075258793@ybl,8030792447@ybl,transaction,1407311361,RRZ4G78NHW,B71067B3B9E10130,2349.11,Chennai,27:18.2,decline,FALSE,2.82E+15,X5U5JNL239
8056629010@ybl,tCoQvhz@sbi,transaction,1830857065,CQE72NZMJL,12816ECA0E21ECC9,43286.25,Visakhapatnam,27:18.2,decline,FALSE,4212960551,FT62OVDUJV
8056629010@hdfcbank,6193692209@ybl,transaction,4967800021,CQE72NZMJL,409A35373E6F2AFE,3967.33,Kanpur,27:18.2,accept,TRUE,6061774591,FNP5IKMPI4
9170657314@paytm,7893618411@paytm,transaction,6.49E+14,RBS0VUD5U3,2DDC146A4A689A32,5756.81,Indore,27:18.2,decline,FALSE,3699057972,2RQPTNJXGW
7450445058@okaxis,7799109708@paytm,transaction,7759164778,WQFJALTLIV,6E02CE91BF30F055,19077.5,Surat,27:18.2,decline,FALSE,7953276311,WQFJALTLIV
7149348997@hdfcbank,9695246147@okaxis,transaction,7776708261,OM2A1C7ZD7,C7F4141847ED0BB6,39115.43,Nagpur,27:18.2,decline,TRUE,8095881096,1REBBKOUIV
7577313571@paytm,7797767385@ybl,transaction,2.71E+15,AU7QTUSVZC,EFF5BEA695A79CDC,31670.88,Pune,27:18.2,accept,FALSE,1.30E+15,AU7QTUSVZC
hBEajjm@sbi,6739597419@paytm,transaction,8673158655,KWXCN54DLU,1F00F2FC8B4C2C3B,18531.31,Lucknow,27:18.2,decline,FALSE,5037578621,KWXCN54DLU
9524356932@ybl,y7ZZMGD@hdfcbank,transaction,8091338319,GDSD32B1JS,2A5C1FA0CD422F52,16883.52,Kanpur,27:18.2,decline,FALSE,5.42E+15,GDSD32B1JS
9695246147@hdfcbank,8030792447@hdfcbank,transaction,8322961341,1REBBKOUIV,29528FB5154C6E96,23480.78,Visakhapatnam,27:18.2,accept,FALSE,1576767887,X5U5JNL239
6821332249@paytm,6739597419@paytm,transaction,5.84E+15,LBKZS94X5S,DC4E85D072BFD86F,21714.91,Pune,27:18.2,accept,FALSE,5037578621,YYQM0WYUEC
7108653611@okaxis,UkHKk9t@hdfcbank,transaction,2765532497,TK9GQCHFA0,643F7E02F3DBB12F,20648.53,Surat,27:18.2,accept,FALSE,364463015,RBS0VUD5U3
7763984213@okaxis,9522845304@hdfcbank,transaction,3.78E+15,95CJ7L1WD1,24E335734DB16D07,26330.74,Bangalore,27:18.2,decline,TRUE,1.49E+15,95CJ7L1WD1
9075258793@paytm,9620943191@ybl,transaction,1020914968,0CTDUUVBUC,F3D386A86F7B33D8,43693.24,Pune,27:18.2,decline,FALSE,7840226774,3126CAAR0Q
6042917649@ybl,7296373050@ybl,transaction,7193371836,IHHHP31Y6E,8E13948E33D45920,19374.46,Mumbai,27:18.2,accept,FALSE,3677342648,8HSSGO1ZAK
7450445058@ybl,7450445058@okaxis,transaction,1503316043,AYUVKIC7IA,FAEC0C433FE7B795,42757.14,Kolkata,27:18.2,accept,FALSE,7759164778,WQFJALTLIV
LuIaB5w@icici,8878877403@ybl,transaction,5250544689,WQFJALTLIV,6ACA795741F597FE,17873.38,Nagpur,27:18.2,accept,FALSE,6.88E+15,JCEU45X68H
9075258793@ybl,7763984213@okaxis,transaction,8.84E+15,10JULVYHIO,803FDE62DB78A333,36642.11,Bhopal,27:18.2,decline,FALSE,3.78E+15,95CJ7L1WD1
7450445058@okaxis,pw7b4WS@sbi,transaction,1722917660,R321IUUSYI,37A7B8EE14F9BB7F,17558.93,Nagpur,27:18.2,decline,FALSE,5989772951,96GRFN79K4
9075258793@okaxis,9886232780@paytm,transaction,9200060592,10JULVYHIO,5D1D80B86B9E9CCF,26986.13,Kanpur,27:18.2,decline,FALSE,3.18E+15,10JULVYHIO
8439469188@hdfcbank,7496930537@hdfcbank,transaction,6709263686,BNM2U54F8R,51CBC0776DBC4C10,11007.26,Jaipur,27:18.2,accept,FALSE,5155116366,KSNAXIYZSE
7763984213@paytm,7296373050@hdfcbank,transaction,3.86E+14,95CJ7L1WD1,23BB2082AB5D796A,30144.6,Kolkata,27:18.2,accept,FALSE,9871425647,7FD76VJSC1
7296373050@ybl,nxljTX7@sbi,transaction,3677342648,8HSSGO1ZAK,4E99FA424FA28807,40557.53,Bhopal,27:18.2,decline,FALSE,5433787323,4N5NRQGNAZ
6016988534@paytm,8416342302@ybl,transaction,629803814,11JMTJBGEJ,5A93ABC90A3C661C,19618.79,Visakhapatnam,27:18.2,decline,FALSE,9.72E+15,11JMTJBGEJ
7357185559@paytm,8609616362@okaxis,transaction,7329082236,54MEI4SWMY,577A9F5DE02F4336,2711.26,Kanpur,27:18.2,decline,FALSE,3876807333,XTN5KRUFZP
9041abc@paytm,9522845304@hdfcbank,transaction,6286272933,Y0NALH82DY,AAE40F626A275C5A,4904.54,Mumbai,27:18.2,decline,FALSE,4071033148,377HUVCL5K
7496930537@okaxis,IOCvnQR@icici,transaction,4855694953,KSNAXIYZSE,10E05F7C0F4E0CC0,40831.88,Jaipur,27:18.2,decline,FALSE,1201396089,FNP5IKMPI4
8416357428@okaxis,7296373050@paytm,transaction,8193153560,X2QOIC2WJK,83A1ED287BA38176,43290.22,Delhi,27:18.2,accept,FALSE,3037692423,7FD76VJSC1
9620943191@paytm,7496930537@hdfcbank,transaction,603781749,3126CAAR0Q,8139FFF8A917522E,31741.85,Jaipur,27:18.2,decline,FALSE,5155116366,KSNAXIYZSE
6042917649@ybl,Z2oB2h0@sbi,transaction,7193371836,IHHHP31Y6E,8E13948E33D45920,16915.04,Chennai,27:18.2,decline,FALSE,7100745923,IN9FP0A875
9853214700@ybl,8917520929@ybl,transaction,2364246989,8565QRB96S,95A2BD076CF93C67,21998.31,Surat,27:18.2,decline,TRUE,253114793,VP6JZ7NS2N
y7ZZMGD@hdfcbank,Tuw1XWV@hdfcbank,transaction,5.42E+15,MLKSVH0BDT,5B29EF7822481857,1291.43,Delhi,27:18.2,accept,FALSE,6.10E+14,CTPTM3FBPH
7147522791@okaxis,9695246147@okaxis,transaction,6786096697,Z2SCJE2A81,08A2E67C609FC0F8,16593.74,Bhopal,27:18.2,accept,FALSE,8095881096,1REBBKOUIV
6042917649@ybl,9551987888@hdfcbank,transaction,7193371836,IHHHP31Y6E,8E13948E33D45920,7425.44,Bhopal,27:18.2,accept,TRUE,331262995,CB0UF6ZWYY
Tuw1XWV@hdfcbank,7217820341@paytm,transaction,6.10E+14,CTPTM3FBPH,49F168CEE55B62E3,26645.42,Bangalore,27:18.2,decline,FALSE,4.00E+15,0C78EW4S1E
7296373050@hdfcbank,RyVvWtK@icici,transaction,9871425647,7FD76VJSC1,6C0C186BDB6CE83B,26260.34,Chennai,27:18.2,accept,FALSE,2312313609,FT62OVDUJV
7296373050@okaxis,8879314278@paytm,transaction,731559909,0HV9PJP65I,0760EEAE6DA4F319,16782.54,Bhopal,27:18.2,accept,FALSE,7126310065,EBGKIYMOBD
7893618411@paytm,6256361730@hdfcbank,transaction,8518415961,2RQPTNJXGW,683B8EBE453E0C1E,41479.36,Visakhapatnam,27:18.2,accept,TRUE,534668300,HL2HRWB9EV
y7ZZMGD@hdfcbank,VYCAM5e@sbi,transaction,5.42E+15,MLKSVH0BDT,5B29EF7822481857,23437.35,Ahmedabad,27:18.2,accept,FALSE,528209209,CB0UF6ZWYY
6042917649@ybl,7296373050@okaxis,transaction,7193371836,IHHHP31Y6E,8E13948E33D45920,5950.1,Kolkata,27:18.2,decline,FALSE,5375731077,0JGSHIJDFD
6680755445@ybl,9075258793@okaxis,transaction,1.33E+15,N5FTP4383Z,BFF1330BC280AB41,7211.77,Jaipur,27:18.2,accept,FALSE,9200060592,10JULVYHIO
6361393474@okaxis,7450445058@ybl,transaction,6522905352,FJ9QOQ55CA,409A35373E6F2AFE,9753.38,Bhopal,27:18.2,accept,FALSE,1503316043,AYUVKIC7IA
9886232780@ybl,9075258793@paytm,transaction,8.83E+15,I5UXCEV8LG,5A93ABC90A3C661C,28075.94,Thane,27:18.2,accept,FALSE,4221514785,I5UXCEV8LG
7217820341@ybl,7577313571@paytm,transaction,1855704968,0C78EW4S1E,A39C6188AA85F9CD,29479.17,Chennai,27:18.2,accept,FALSE,9232107515,AU7QTUSVZC
9906026265@hdfcbank,9784631865@hdfcbank,transaction,4045100193,NGGTHMJXUG,131D0715E02BC832,19706.27,Ahmedabad,27:18.2,decline,TRUE,90551313,NGGTHMJXUG
8439469188@hdfcbank,7496930537@okaxis,transaction,6709263686,BNM2U54F8R,51CBC0776DBC4C10,41161.98,Bangalore,27:18.2,decline,FALSE,4855694953,BNM2U54F8R
7797767385@ybl,7296373050@ybl,transaction,1.30E+15,7JL6NC33HJ,FF3966620681B94C,42363.15,Visakhapatnam,27:18.2,decline,FALSE,3677342648,8HSSGO1ZAK
6161600934@hdfcbank,6798783775@ybl,transaction,4079812475,Z7NJNFCRD2,3E843D3311FF587C,31918.86,Kolkata,27:18.2,accept,FALSE,2482418274,MZ9O6VEYP8
9041211410@paytm,9784631865@hdfcbank,transaction,2697207860,Y0NALH82DY,BA27AABDF1D056C6,4322.02,Mumbai,27:18.2,accept,TRUE,90551313,WKFLW4EFWR
8416342302@ybl,8439469188@ybl,transaction,9.72E+15,4A78XVGOIF,DBF0E3BBF729C443,11838.36,Thane,27:18.2,decline,FALSE,4226799165,BNM2U54F8R
OMdX2mT@icici,7577313571@hdfcbank,transaction,949339491,GDSD32B1JS,BFF0335C8D126D83,32113.61,Bhopal,27:18.2,decline,FALSE,3817901781,AU7QTUSVZC
7496930537@ybl,8017535595@hdfcbank,transaction,6574328393,KSNAXIYZSE,D8A26DDF267F20D4,14429.89,Ahmedabad,27:18.2,decline,TRUE,1.78E+15,C8RZ3QEY9E
7831767999@hdfcbank,6611564697@hdfcbank,transaction,7687377460,7SCSU39LMR,88059EE2922F3D79,28234.79,Hyderabad,27:18.2,decline,FALSE,1699014796,U6VL0H3I10
6565470973@ybl,hyPfeV7@hdfcbank,transaction,6714344825,BLZI9IWM3P,49CF663DFC3FC8D9,35747.32,Lucknow,27:18.2,decline,FALSE,5568240340,8565QRB96S
7450445058@hdfcbank,t54hLPC@sbi,transaction,4061276184,2R3SNXILST,52581FB6A7736CE1,17172.86,Indore,27:18.2,decline,FALSE,3487820542,FNORNM89ZV
7108653611@okaxis,9041abc@paytm,transaction,3388080061,TK9GQCHFA0,BFE5893B1211710B,8895.94,Indore,27:18.2,decline,FALSE,6286272933,Y0NALH82DY
47N854I@hdfcbank,9853214700@paytm,transaction,2312313609,FT62OVDUJV,5D041E3952D0A79A,14413.19,Bhopal,27:18.2,accept,TRUE,9328711903,8565QRB96S
8963815383@hdfcbank,6361393474@hdfcbank,transaction,209596923,3LD94XNHBJ,4E99FA424FA28807,29978.68,Bangalore,27:18.2,accept,TRUE,959814688,FJ9QOQ55CA
6016988534@okaxis,8439469188@okaxis,transaction,6.56E+15,11JMTJBGEJ,80095CE84FF8EE3D,15583.02,Chennai,27:18.2,accept,FALSE,6232388080,BNM2U54F8R
7933983263@paytm,6166141049@ybl,transaction,5577299321,XHKZ94J7SF,409A35373E6F2AFE,6150.66,Jaipur,27:18.2,decline,FALSE,9783537141,FT62OVDUJV
6016988534@okaxis,8439469188@okaxis,transaction,6.56E+15,11JMTJBGEJ,80095CE84FF8EE3D,14914.09,Pune,27:18.2,decline,FALSE,6232388080,BNM2U54F8R
6427787479@okaxis,9886232780@ybl,transaction,8.66E+15,MLKSVH0BDT,1240241A7F16BD96,7825.28,Indore,27:18.2,decline,FALSE,8.83E+15,MLKSVH0BDT
9075258793@paytm,7763984213@hdfcbank,transaction,1020914968,0CTDUUVBUC,F3D386A86F7B33D8,36812.44,Pune,27:18.2,accept,FALSE,8121242677,95CJ7L1WD1
9524356932@ybl,7797767385@okaxis,transaction,8091338319,GDSD32B1JS,2A5C1FA0CD422F52,20118.86,Bangalore,27:18.2,decline,FALSE,249655853,7JL6NC33HJ
9784631865@ybl,NAo0MKR@sbi,transaction,4654696678,WKFLW4EFWR,5A589921305CE46B,44085.95,Indore,27:18.2,decline,FALSE,5.72E+15,FT62OVDUJV
7764554212@paytm,kibCXCO@sbi,transaction,4.68E+15,4N5NRQGNAZ,2A5C1FA0CD422F52,34907.43,Mumbai,27:18.2,decline,FALSE,2831525704,R3BT28SR84
bbcnkmi@sbi,8322479528@okaxis,transaction,2247385736,G1INSL6E47,BDB75AF85E35D39C,5980.2,Mumbai,27:18.2,decline,FALSE,3.46E+15,KO2NEX0ME8
9853214700@paytm,9465199714@okaxis,transaction,9328711903,8565QRB96S,AD3422F1662EF3F5,42059.01,Mumbai,27:18.2,decline,TRUE,3971066640,GN02GZV81Z
7797767385@ybl,9853214700@ybl,transaction,1.30E+15,7JL6NC33HJ,FF3966620681B94C,31188.2,Delhi,27:18.2,accept,FALSE,2364246989,8565QRB96S
7764554212@paytm,7357185559@okaxis,transaction,4.68E+15,4N5NRQGNAZ,2A5C1FA0CD422F52,10699.35,Mumbai,27:18.2,decline,FALSE,6.26E+15,54MEI4SWMY
8609616362@okaxis,8416357428@okaxis,transaction,3876807333,XTN5KRUFZP,CE2FCFDE7F38CB43,12836.93,Ahmedabad,27:18.2,accept,FALSE,8193153560,XTN5KRUFZP
7577313571@hdfcbank,Z2oB2h0@sbi,transaction,3817901781,AU7QTUSVZC,D7B54AB11B285A6A,1287.17,Chennai,27:18.2,decline,TRUE,7100745923,IN9FP0A875
i8g7WuY@icici,8439469188@hdfcbank,transaction,8343972218,N5FTP4383Z,C7131708439295A5,13658.39,Nagpur,27:18.2,decline,FALSE,6709263686,BNM2U54F8R
9906026265@ybl,9853214700@hdfcbank,transaction,5339154823,NGGTHMJXUG,FF778EE734F48CC0,21167.26,Ahmedabad,27:18.2,accept,FALSE,9328711903,8565QRB96S
9114058337@okaxis,7108653611@okaxis,transaction,1078844762,IBSI743RLX,253D1D5C7EA760B3,6777.78,Visakhapatnam,27:18.2,accept,FALSE,3388080061,TK9GQCHFA0
6739597419@paytm,hyPfeV7@hdfcbank,transaction,5037578621,YYQM0WYUEC,9343CF577BECF74A,34538.84,Delhi,27:18.2,decline,FALSE,5568240340,8565QRB96S
9075258793@paytm,bbcnkmi@sbi,transaction,1020914968,0CTDUUVBUC,F3D386A86F7B33D8,28199.77,Surat,27:18.2,accept,FALSE,2247385736,G1INSL6E47
7450445058@okaxis,8917520929@hdfcbank,transaction,1722917660,R321IUUSYI,37A7B8EE14F9BB7F,6725.27,Chennai,27:18.2,decline,FALSE,1286129718,VP6JZ7NS2N
6193692209@hdfcbank,8609abdc2@paytm,transaction,7288956902,FNP5IKMPI4,52581FB6A7736CE1,6096.18,Thane,27:18.2,decline,TRUE,7.14E+15,XTN5KRUFZP
8475711244@paytm,9784631865@ybl,transaction,4.31E+15,5UTIPEGDL6,8FD54B93AF08C32E,29343.73,Mumbai,27:18.2,decline,FALSE,4692379471,WKFLW4EFWR
9465199714@ybl,8755203700@hdfcbank,transaction,9243597560,GN02GZV81Z,A1F564D80AC2FDC6,37820.65,Jaipur,27:18.2,accept,FALSE,1400965845,IN9FP0A875
7206101006@hdfcbank,6161600934@ybl,transaction,8810863485,RZZGVTP199,FF3966620681B94C,21469.27,Hyderabad,27:18.2,accept,FALSE,6228083119,Z7NJNFCRD2
6166141049@ybl,7450445058@hdfcbank,transaction,9783537141,FT62OVDUJV,9A578AC8C60E8202,38723.96,Nagpur,27:18.2,decline,FALSE,5933475005,WQFJALTLIV
7797767385@okaxis,8439469188@ybl,transaction,249655853,7JL6NC33HJ,A60DDA02FFDD8C19,40420.32,Indore,27:18.2,decline,FALSE,4226799165,BNM2U54F8R
9906026265@ybl,7296373050@okaxis,transaction,5339154823,NGGTHMJXUG,FF778EE734F48CC0,35690.55,Nagpur,27:18.2,accept,TRUE,2613525678,8HSSGO1ZAK
9075258793@ybl,1O99gc9@sbi,transaction,3801409974,0CTDUUVBUC,DD8AF36E3F9EAB79,266.57,Visakhapatnam,27:18.2,accept,FALSE,9658467927,PUC18KDCCM
9784631865@ybl,m4S13Fg@icici,transaction,8.21E+15,WKFLW4EFWR,CF90B79C87D44D3B,22288.98,Bangalore,27:18.2,accept,FALSE,6.49E+14,RBS0VUD5U3
9551987888@hdfcbank,8963815383@hdfcbank,transaction,331262995,CB0UF6ZWYY,3D213B8D2E2B9394,21954.38,Delhi,27:18.2,accept,FALSE,209596923,3LD94XNHBJ
7933983263@paytm,6611564697@hdfcbank,transaction,5577299321,XHKZ94J7SF,409A35373E6F2AFE,4478.4,Chennai,27:18.2,decline,FALSE,9899285627,U6VL0H3I10
6565470973@hdfcbank,6193692209@ybl,transaction,1145417794,BLZI9IWM3P,119709559CBB60BF,12191.23,Bangalore,27:18.2,decline,FALSE,6061774591,FNP5IKMPI4
9075258793@okaxis,6797920394@hdfcbank,transaction,9200060592,10JULVYHIO,5D1D80B86B9E9CCF,8235.03,Indore,27:18.2,accept,FALSE,8927209846,IHB68AUFMI
9866212826@paytm,8963815383@hdfcbank,transaction,6.29E+14,0LPJS733QC,DF7BA5E6D5412254,12959.06,Nagpur,27:18.2,accept,FALSE,6226301092,3LD94XNHBJ
iUXb3Mk@icici,7149348997@hdfcbank,transaction,9924028547,D8ESKRU8Y1,7158A6E5ED454060,39211.74,Hyderabad,27:18.2,decline,FALSE,7776708261,OM2A1C7ZD7
OMdX2mT@icici,7450445058@ybl,transaction,949339491,GDSD32B1JS,BFF0335C8D126D83,36738.29,Nagpur,27:18.2,decline,FALSE,7853006030,R321IUUSYI
6380263382@ybl,kibCXCO@sbi,transaction,5455162144,8URGZQ30PS,FD58A28E95447770,3877.52,Hyderabad,27:18.2,decline,TRUE,2831525704,R3BT28SR84
z5aRvkN@sbi,8917520929@hdfcbank,transaction,732235839,GN02GZV81Z,C2E2F1B4F571208A,44738.23,Surat,27:18.2,accept,FALSE,1286129718,VP6JZ7NS2N
bbkxnSd@sbi,9906026265@paytm,transaction,8737204692,PUC18KDCCM,283B8F12B3E47170,42864.68,Kolkata,27:18.2,decline,FALSE,366804467,NGGTHMJXUG
9114058337@okaxis,9075258793@okaxis,transaction,1078844762,IBSI743RLX,253D1D5C7EA760B3,11862.8,Lucknow,27:18.2,decline,FALSE,9194123044,RRZ4G78NHW
VYCAM5e@sbi,aZozt7u@hdfcbank,transaction,528209209,CB0UF6ZWYY,40E5830F031C997C,2456.2,Hyderabad,27:18.2,accept,FALSE,9589958684,BNM2U54F8R
7357185559@paytm,THYOSCK@sbi,transaction,4418178016,54MEI4SWMY,6E02CE91BF30F055,20880.16,Bangalore,27:18.2,accept,FALSE,9358013742,EJJGL9VR3Q
8056629010@ybl,7933983263@ybl,transaction,1830857065,CQE72NZMJL,12816ECA0E21ECC9,24753.64,Lucknow,27:18.2,accept,FALSE,3.43E+15,XHKZ94J7SF
9853214700@ybl,xAtRSIg@hdfcbank,transaction,2364246989,8565QRB96S,95A2BD076CF93C67,9888.7,Bangalore,27:18.2,decline,FALSE,1174341250,AYUVKIC7IA
lrzMVAY@icici,6161600934@hdfcbank,transaction,7883464396,7PSEYATQZG,CF90B79C87D44D3B,7590.99,Indore,27:18.2,decline,FALSE,4079812475,Z7NJNFCRD2
k1B0axY@sbi,7893618411@paytm,transaction,6744006424,6MBTFUAUWM,80095CE84FF8EE3D,6045.67,Hyderabad,27:18.2,decline,TRUE,3699057972,2RQPTNJXGW
7831767999@hdfcbank,1O99gc9@sbi,transaction,7687377460,7SCSU39LMR,88059EE2922F3D79,16792.96,Delhi,27:18.2,decline,FALSE,9658467927,PUC18KDCCM
xAtRSIg@hdfcbank,8030792447@hdfcbank,transaction,1174341250,AYUVKIC7IA,D8488EE643F99EC6,32816.74,Lucknow,27:18.2,decline,FALSE,6.56E+15,X5U5JNL239
8609616362@hdfcbank,RyVvWtK@icici,transaction,6705910355,XTN5KRUFZP,2252A81CB69789E6,27037.03,Delhi,27:18.2,decline,FALSE,2312313609,FT62OVDUJV
9075258793@paytm,THYOSCK@sbi,transaction,4221514785,5EUAIKATHW,DBF0E3BBF729C443,26080.07,Bangalore,27:18.2,decline,FALSE,9358013742,EJJGL9VR3Q
WgC0kej@sbi,6161600934@ybl,transaction,7354860873,F7B8OXX1M7,358A8053C87FAF41,23766.66,Kanpur,27:18.2,accept,FALSE,6228083119,F7B8OXX1M7
9853214700@okaxis,8476642070@ybl,transaction,7.30E+15,JG0YIQ8SSR,D221F50B7BE42C40,41899.21,Chennai,27:18.2,accept,FALSE,8.07E+15,D0P5R7FJ15
8471605723@ybl,7206101006@hdfcbank,transaction,151320649,EJJGL9VR3Q,15B2E8C9D6A9830F,15555.28,Bhopal,27:18.2,accept,FALSE,8810863485,RZZGVTP199
8439469188@ybl,7450445058@hdfcbank,transaction,4226799165,BNM2U54F8R,CD93E6A74FF46243,35131.23,Hyderabad,27:18.2,accept,FALSE,5933475005,WQFJALTLIV
Tuw1XWV@hdfcbank,8475711244@paytm,transaction,6.10E+14,CTPTM3FBPH,49F168CEE55B62E3,44383.07,Lucknow,27:18.2,accept,FALSE,4.31E+15,5UTIPEGDL6
6565470973@paytm,OYWfOsh@sbi,transaction,8122671225,BLZI9IWM3P,4755CA3BECDEE049,40890.03,Lucknow,27:18.2,accept,FALSE,8669013223,CQE72NZMJL
i8g7WuY@icici,9170657314@hdfcbank,transaction,8343972218,N5FTP4383Z,C7131708439295A5,14206.08,Pune,27:18.2,decline,FALSE,4.21E+15,RBS0VUD5U3
VYCAM5e@sbi,y7ZZMGD@hdfcbank,transaction,528209209,CB0UF6ZWYY,40E5830F031C997C,20128.1,Bangalore,27:18.2,decline,FALSE,5.42E+15,MLKSVH0BDT
OYWfOsh@sbi,7799109708@paytm,transaction,8669013223,CQE72NZMJL,88507DFF26B12F13,17489.14,Bhopal,27:18.2,accept,FALSE,7953276311,7PSEYATQZG
7057850237@paytm,9551987888@hdfcbank,transaction,4304735682,POY81DJDU4,DF7BA5E6D5412254,9480.84,Nagpur,27:18.2,decline,FALSE,331262995,CB0UF6ZWYY
7763984213@okaxis,8590195237@ybl,transaction,3.78E+15,95CJ7L1WD1,24E335734DB16D07,30210.26,Pune,27:18.2,decline,FALSE,8639258019,FGNODWO6BO
7322852635@ybl,6256361730@paytm,transaction,9.49E+15,MTA71BJBGS,A76CF800E4F36AFD,13271.42,Surat,27:18.2,accept,FALSE,8369774990,HL2HRWB9EV
8312198171@hdfcbank,ibE5cDL@icici,transaction,5212405945,ATZLN3HG1G,47BD3AE707F07EE7,24717.82,Ahmedabad,27:18.2,decline,FALSE,4758385959,0C78EW4S1E
7763984213@hdfcbank,6161600934@hdfcbank,transaction,8121242677,95CJ7L1WD1,7B03751B3A846AAE,12576.32,Chennai,27:18.2,decline,FALSE,4079812475,Z7NJNFCRD2
6565470973@ybl,7893618411@paytm,transaction,6714344825,BLZI9IWM3P,49CF663DFC3FC8D9,22258.9,Nagpur,27:18.2,decline,FALSE,8518415961,2RQPTNJXGW
8017535595@hdfcbank,t54hLPC@sbi,transaction,1.78E+15,C8RZ3QEY9E,23BB2082AB5D796A,37607.16,Bhopal,27:18.2,decline,FALSE,3487820542,FNORNM89ZV
9620943191@okaxis,7763984213@okaxis,transaction,6594102840,3126CAAR0Q,1554C0E5B0D4CE5D,19645.53,Pune,27:18.2,decline,FALSE,3.78E+15,95CJ7L1WD1
7322852635@ybl,UkHKk9t@hdfcbank,transaction,9.49E+15,MTA71BJBGS,A76CF800E4F36AFD,296.94,Ahmedabad,27:18.2,decline,FALSE,364463015,RBS0VUD5U3
6166141049@ybl,WgC0kej@sbi,transaction,9783537141,FT62OVDUJV,9A578AC8C60E8202,13970.61,Ahmedabad,27:18.2,decline,FALSE,7354860873,F7B8OXX1M7
kMGo9XM@hdfcbank,hBEajjm@sbi,transaction,7504451414,FNORNM89ZV,B5363EC3FFF9A94B,4124.57,Hyderabad,27:18.2,decline,FALSE,8673158655,KWXCN54DLU
9551987888@hdfcbank,7296373050@paytm,transaction,3941927987,CB0UF6ZWYY,04CE1133611D6EDF,10311.31,Thane,27:18.2,decline,FALSE,9.41E+15,0HV9PJP65I
9886232780@ybl,z5aRvkN@sbi,transaction,8.83E+15,I5UXCEV8LG,5A93ABC90A3C661C,32343.08,Jaipur,27:18.2,decline,FALSE,732235839,GN02GZV81Z
9551987888@hdfcbank,47N854I@hdfcbank,transaction,3941927987,CB0UF6ZWYY,04CE1133611D6EDF,44520.29,Visakhapatnam,27:18.2,decline,FALSE,2312313609,FT62OVDUJV
xAtRSIg@hdfcbank,6611564697@hdfcbank,transaction,1174341250,AYUVKIC7IA,D8488EE643F99EC6,28707.86,Visakhapatnam,27:18.2,decline,TRUE,9899285627,U6VL0H3I10
8878877403@ybl,6256361730@paytm,transaction,6.88E+15,JCEU45X68H,538DAA0577C45058,42110.2,Bangalore,27:18.2,accept,FALSE,8369774990,HL2HRWB9EV
7450445058@ybl,9041211410@paytm,transaction,3155977631,G1INSL6E47,D221F50B7BE42C40,14848.72,Bhopal,27:18.2,accept,TRUE,2697207860,Y0NALH82DY
ZnSnzF4@icici,7450445058@paytm,transaction,4727136073,95CJ7L1WD1,11244773FEAB5D0F,6558.26,Lucknow,27:18.2,accept,TRUE,2.26E+15,AYUVKIC7IA
7933983263@okaxis,8917520929@hdfcbank,transaction,8.83E+15,XHKZ94J7SF,140D647F7855660C,13933.86,Thane,27:18.2,decline,FALSE,1286129718,VP6JZ7NS2N
7450445058@ybl,9465199714@okaxis,transaction,5.01E+15,2R3SNXILST,B4B26E3B56A87D5A,27646.52,Surat,27:18.2,accept,FALSE,6699127198,2R3SNXILST
8439469188@ybl,9041211410@ybl,transaction,4226799165,BNM2U54F8R,CD93E6A74FF46243,29657.66,Bhopal,27:18.3,accept,FALSE,2695673450,Y0NALH82DY
9866212826@paytm,6380263382@okaxis,transaction,6.29E+14,0LPJS733QC,DF7BA5E6D5412254,913.42,Jaipur,27:18.3,decline,FALSE,6694090060,8URGZQ30PS
NAo0MKR@sbi,9620943191@okaxis,transaction,5.72E+15,FT62OVDUJV,55C82C64CC0CC818,8004.19,Lucknow,27:18.3,decline,FALSE,9305299039,3126CAAR0Q
9906026265@ybl,9075258793@paytm,transaction,5339154823,NGGTHMJXUG,FF778EE734F48CC0,25718.41,Delhi,27:18.3,accept,FALSE,1020914968,0CTDUUVBUC
6427787479@ybl,8475711244@okaxis,transaction,6926257555,MLKSVH0BDT,2DDC146A4A689A32,11643.8,Jaipur,27:18.3,decline,FALSE,1989839604,5UTIPEGDL6
8056629010@ybl,Z2oB2h0@sbi,transaction,1830857065,CQE72NZMJL,12816ECA0E21ECC9,35068.17,Hyderabad,27:18.3,accept,FALSE,7100745923,IN9FP0A875
9075258793@okaxis,9784631865@hdfcbank,transaction,9200060592,10JULVYHIO,5D1D80B86B9E9CCF,26263.45,Bhopal,27:18.3,accept,FALSE,1415084511,WKFLW4EFWR
